日期,客户编码,客户名称,产品编码,产品名称,送量,退量,销量,金额
2014/9/1,1029973,迪亚联华—松花江店,10203,曼可顿特选系列粗粮吐司面包(400g),3,0,3,18.9
2014/9/1,1029973,迪亚联华—松花江店,10263,曼可顿超醇面包(400g),4,0,4,29.84
2014/9/1,1029979,迪亚联华—利津店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),5,0,5,30
2014/9/1,1029979,迪亚联华—利津店,6,曼可顿牛奶三文治面包-芝士口味(350g),3,0,3,18
2014/9/1,1029979,迪亚联华—利津店,10156,曼可顿美味方经典红豆面包(125g),5,0,5,17.5
2014/9/1,1029979,迪亚联华—利津店,10164,曼可顿美味方纯软心巧克力面包(125g),3,0,3,10.5
2014/9/1,1029979,迪亚联华—利津店,10172,曼可顿特选系列经典白面包(400g),2,0,2,11.8
2014/9/1,1029979,迪亚联华—利津店,10175,曼可顿黄金堡法式软丝面包,8,0,8,61.6
2014/9/1,1029979,迪亚联华—利津店,10203,曼可顿特选系列粗粮吐司面包(400g),5,0,5,31.5
2014/9/1,1029979,迪亚联华—利津店,10226,曼可顿皇冠面包-奶皇味(200g),2,0,2,15.2
2014/9/1,1029979,迪亚联华—利津店,10231,曼可顿黄金蛋糕-原味(170g),3,0,3,21
2014/9/1,1029979,迪亚联华—利津店,10263,曼可顿超醇面包(400g),7,0,7,52.22
2014/9/1,1029981,迪亚联华—龙居,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),3,0,3,18
2014/9/1,1029981,迪亚联华—龙居,6,曼可顿牛奶三文治面包-芝士口味(350g),3,0,3,18
2014/9/1,1029981,迪亚联华—龙居,10156,曼可顿美味方经典红豆面包(125g),3,0,3,10.5
2014/9/1,1029981,迪亚联华—龙居,10164,曼可顿美味方纯软心巧克力面包(125g),3,0,3,10.5
2014/9/1,1029981,迪亚联华—龙居,10172,曼可顿特选系列经典白面包(400g),3,0,3,17.7
2014/9/1,1029981,迪亚联华—龙居,10175,曼可顿黄金堡法式软丝面包,2,0,2,15.4
2014/9/1,1029981,迪亚联华—龙居,10203,曼可顿特选系列粗粮吐司面包(400g),3,0,3,18.9
2014/9/1,1029981,迪亚联华—龙居,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1029981,迪亚联华—龙居,10226,曼可顿皇冠面包-奶皇味(200g),2,0,2,15.2
2014/9/1,1029981,迪亚联华—龙居,10231,曼可顿黄金蛋糕-原味(170g),2,0,2,14
2014/9/1,1029981,迪亚联华—龙居,10263,曼可顿超醇面包(400g),6,0,6,44.76
2014/9/1,1029995,迪亚天天---延吉东路店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,24
2014/9/1,1029995,迪亚天天---延吉东路店,6,曼可顿牛奶三文治面包-芝士口味(350g),6,0,6,36
2014/9/1,1029995,迪亚天天---延吉东路店,10156,曼可顿美味方经典红豆面包(125g),2,0,2,7
2014/9/1,1029995,迪亚天天---延吉东路店,10164,曼可顿美味方纯软心巧克力面包(125g),2,0,2,7
2014/9/1,1029995,迪亚天天---延吉东路店,10172,曼可顿特选系列经典白面包(400g),3,0,3,17.7
2014/9/1,1029995,迪亚天天---延吉东路店,10175,曼可顿黄金堡法式软丝面包,3,0,3,23.1
2014/9/1,1029995,迪亚天天---延吉东路店,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1029995,迪亚天天---延吉东路店,10231,曼可顿黄金蛋糕-原味(170g),3,0,3,21
2014/9/1,1029995,迪亚天天---延吉东路店,10263,曼可顿超醇面包(400g),4,0,4,29.84
